451.123,ast_cnt,repeat_string,date,filename,name,451.353,590,451.2,451.13,6-501.12,500,451,6-501.14,451.126,3-302.11,205,480,451.404,6-501.16,4-501.11,451.321,451.14,451.35,451.103,451.104,451.344,5-205.15,4-903.11,451.117,5-202.12,6-501.11,451.36,3-501.16,520,7-206.12,6-404.11,3-305.11,6-202.15,3-304.12,3-701.11,6-501.111,4-601.11,5-203.14,4-602.12,4-204.112,2-401.11,451.11,4-901.11,5-205.11,205.103,480.425,590.009,4-502.13,6-501.114,6-201.11,4-501.114,6-201.16,451.121,451.124,480.5,451.34,520.119,451.000.,451.322,451.141,5-202.13,451.32,451.341,4-602.11,451.101,451.102,6-301.12,4-501.15,451.114,6-403.11,4-204.115,451.351,4-302.14,4-501.112,5-501.114,6-101.11,3-302.12,4-101.16,7-101.11,6-301.11,451.109,6-301.20,5-501.16,3-305.12,2-402.11,4-903.12,4-502.11,6-202.11,2022,2017,451.331,590.003,3-304.14,1,5-501.110,451.346,7-102.11,480.4,4-602.13,451.37,451.38,451.383,451.33,5-501.113,451.345,6-501.112,5-501.115,451.111,4-701.10,3-501.15,3-202.15,451.371,451.153,451.125,4-102.11,451.374,451.113,4-904.11,6-301.14,3.5,6.5,4-202.11,451.343,480.1,590.011,2-301.14,3-501.18,6-305.11,5-501.116,4-202.16,109,4-201.11,451.119,451.122,4-501.116,451.12,11,5-250.15,451.128,6-303.11,2-304.11,4-904.13,480.3,451.405,4-501.12,3-301.11,5-501.15,8,2-102.11,480.2,4-501.13,4-202.15,4-101.111,2013,2018,7-201.11,2016,3-101.11,3.302.11,6-501.15,5-502.11,6-201.17,480.55,3-304.15,4-501.16,4-501.18,7-3.,480.000.,4-301.12,4-501.14,2-103.11,4-601.12,6-304.11,451.218,4-402.12,6-202.12,4-501.17,90.6,480,4-702.11,3-13.,450.35,1,450.353,3-306.11,451.35,5,.480.500
43,54,72 repeat violations,4/15/2014 15:09,bristol-dartmouth-report-04-14.docx,Facility_Inspection__Bristol_County_Jail_and_House_of_Correction_North_Dartmouth,37,2,,13,,,1,,1,,1,1,1,,,13,1,,,,1,1,2,,2,4,,,,,,,,,,,1,,5,,,5,,,,,,,,1,,1,11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,53,69 repeat violations,4/8/2015 18:17,bristol-dartmouth-report-04-15.docx,Facility_Inspection__Bristol_County_Jail_and_House_of_Correction_North_Dartmouth,29,2,,10,,,1,,,,1,1,1,,,10,,1,1,,,1,1,,,2,,,2,,,,,,,,,,3,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,47,63 repeat violations,4/15/2016 18:51,bristol-dartmouth-report-04-16.docx,Bristol Dartmouth,32,2,,9,,,1,,,,1,1,1,,,10,,1,,,,1,,,,1,,,2,,,,,,,,,,2,,,3,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,63,81 repeat violations,11/7/2014 19:31,bristol-dartmouth-report-11-14.docx,Facility_Inspection__Bristol_County_Jail_and_House_of_Correction_North_Dartmouth,39,2,,12,1,,1,,1,,1,1,1,,,10,,,1,,3,,,,,4,,,,,,,,2,,,,,2,,,1,,,,,,,,,,1,10,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,53,71 repeat violations,11/12/2015 14:55,bristol-dartmouth-report-11-15.docx,Facility_Inspection__Bristol_County_Jail_and_House_of_Correction_North_Dartmouth__111615,28,2,,6,,,1,,,,1,1,1,,,10,,,,,1,1,1,,,1,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,58,78 repeat violations,11/16/2016 20:10,bristol-dartmouth-report-11-16.docx,Facility_Inspection__Bristol_County_Jail_and_House_of_Correction_North_Dartmouth__November_8_2016,31,4,2,7,,,1,,,,1,1,1,,,10,1,,,,,1,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,12 repeat violations,4/18/2014 12:24,bristol-dartmouth-women-report-04-14.docx,Facility_Inspection__Dartmouth_Womens_Center_North_Dartmouth,7,2,,2,,,1,,,,1,1,1,,1,4,,1,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,6 repeat violations,4/8/2015 18:12,bristol-dartmouth-women-report-04-15.docx,Facility_Inspection__Dartmouth_Womens_Center_North_Dartmouth__April_9_2015,3,2,,,,,1,,,,1,1,1,,,4,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,5 repeat violations,4/19/2016 14:10,bristol-dartmouth-women-report-04-16.docx,Bristol Dartmouth Women,,2,,1,,,1,,,,1,1,1,,,4,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,12 repeat violations,11/4/2014 15:16,bristol-dartmouth-women-report-11-14.docx,Facility_Inspection__Dartmouth_Womens_Center_North_Dartmouth,2,2,,4,,,1,,,,1,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,9 repeat violations,11/12/2015 15:28,bristol-dartmouth-women-report-11-15.docx,Facility_Inspection__Dartmouth_Womens_Center_North_Dartmouth_111615,2,2,,,,,1,,,,1,1,1,,,4,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,11 repeat violations,11/15/2016 12:20,bristol-dartmouth-women-report-11-16.docx,Facility_Inspection__Dartmouth_Womens_Center_North_Dartmouth_MA__November_8_2016,,3,1,4,,,1,,,,1,1,1,,,4,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,23,22 repeat violations,5/6/2015 14:55,edgartown-dukes-county-jail-and-hoc-report-05-15.docx,Facility_Inspection__Dukes_County_Jail_and_House_of_Correction_Edgartown__May_6_2015,7,2,,2,,,1,,,,1,1,1,,,3,,5,,,,,,,,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,36 repeat violations,5/17/2016 17:12,edgartown-dukes-county-jail-and-hoc-report-05-16.docx,Facility_Inspection__Dukes_County_Jail_and_House_of_Correction_Edgartown__May_12_2016,12,2,,,,,1,,,,1,1,1,,,3,,5,,,,,,,,,,,2,,,,,,,,1,,2,1,,,,,,,,,,,,1,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,25 repeat violations,12/10/2015 14:50,edgartown-dukes-county-jail-and-hoc-report-12-10-15.docx,Dukes_County_Jail_and_House_of_Correction_Edgartown,12,2,,,,,1,,1,,1,1,1,,,3,,6,,,,,,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,37,44 repeat violations,12/2/2014 15:58,edgartown-dukes-county-jail-and-hoc-report-12-14.docx,Facility_Inspection__Dukes_County_Jail_and_House_of_Correction_Edgartown,16,2,,2,,,1,,,,1,1,1,,1,3,,19,1,,,,,,1,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27,36 repeat violations,12/15/2016 15:45,edgartown-dukes-county-jail-and-hoc-report-12-16.docx,Facility_Inspection__Dukes_County_Jail_and_House_of_Correction_Edgartown__December_9_2016,15,2,,,,,1,,1,,1,1,1,,,4,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,43,50 repeat violations,5/2/2014 14:55,edgartown-dukes-county-jail-and-hoc-report-2014.docx,Edgartown Dukes County Jail and HOC,10,2,,2,,,1,,,,1,1,1,,5,3,,14,,,,,2,,1,1,1,,,,,,,1,,,3,,1,1,,1,,,,1,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,40,41 repeat violations,10/21/2016 11:42,essex-lawrence-report-10-13-16.docx,Facility_Inspection__Essex_County_Correctional_Alternative_Center_Lawrence__October_13_2016,34,7,5,,2,,1,,,,1,2,1,,2,,,4,6,,4,1,,,,7,,,2,,,,1,,,1,1,,,,,,,,,2,,,,,,,4,,2,,,,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,190,194 repeat violations,10/21/2014 11:49,essex-lawrence-report-10-21-14.docx,Facility_Inspection__Essex_County_Correctional_Alternative_Center_Lawrence,68,2,,1,3,,1,,1,1,1,1,1,,6,,,75,4,,8,,,,,9,,1,,,,3,3,,1,,1,,3,1,1,1,,,,,,,,1,,,2,,,,,,1,37,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,179,178 repeat violations,11/4/2015 19:07,essex-lawrence-report-11-4-15.docx,Essex_County_Correctional_Alternative_Center_Lawrence,53,2,,2,22,,1,,2,6,1,2,1,1,7,,,60,6,,9,2,1,,,11,1,1,2,,,2,4,,,4,3,,1,,,4,,,,2,,,,,,,3,,5,,,,1,39,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,181,180 repeat violations,3/30/2015 11:42,essex-lawrence-report-3-30-15.docx,Essex_County_Correctional_Alternative_Center_Lawrence,47,2,,2,2,,1,1,1,2,1,1,1,,2,,,61,6,,5,1,,,,11,,,2,,,1,3,,,1,4,,2,1,1,2,,,,,,,,,,,3,,,,,,1,35,,,,,,2,,,,,,,,1,,,,,,,,,,,2,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,215,281 repeat violations,4/29/2014 15:18,essex-middleton-report-04-14.docx,Facility_Inspection__Essex_County_Correctional_Facility,104,2,,3,18,,1,2,4,,1,1,1,,6,,14,24,2,,5,1,2,,4,41,,,,,1,2,2,,,,10,,15,4,,,,,,,,,,,2,,,,,,,,8,3,,,,3,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,45,52 repeat violations,5/6/2016 17:41,essex-middleton-report-04-16.docx,Facility_Inspection__Essex_County_Correctional_Facility_Middleton__April_25_2016,61,2,,11,2,,1,,6,,1,1,1,1,1,,5,4,3,,1,2,,,1,23,,,2,,,,1,3,,,1,,3,11,,1,,,,,,,,,1,,,2,,,,,7,2,,,,1,,2,,,,,1,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,116,152 repeat violations,5/18/2015 13:14,essex-middleton-report-05-15.docx,Facility_Inspection__Essex_County_Correctional_Facility_Middleton__May_18_2015,40,2,,5,4,,1,1,,2,1,1,1,,4,,,6,,,,1,,,,20,,,2,,1,3,3,6,,,2,,7,4,,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,77,129 repeat violations,11/18/2016 14:54,essex-middleton-report-11-16.docx,Facility_Inspection__Essex_County_Correctional_Facility_Middleton_MA__November_9_2016,66,22,20,11,,,1,,7,,1,1,1,1,1,,4,4,1,,1,1,,,,23,1,,2,,,,2,,,1,1,,,,,2,,,,,,,,,,,,3,,,,,9,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,58,66 repeat violations,12/1/2015 15:55,essex-middleton-report-12-1-15.docx,Essex_County_correctional_Facility,26,2,,1,6,,1,,,8,1,1,1,,3,,,4,,,,1,,,,12,1,,2,,,1,2,4,,,,,3,3,,3,,,,,,,,1,2,,,1,1,,,,7,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,166,244 repeat violations,11/26/2014 19:23,essex-middleton-report-12-14.docx,Essex Middleton,67,2,,4,5,,1,2,1,,1,1,1,,6,,20,8,1,,3,2,,,1,24,1,,,,1,2,2,,,,4,,3,2,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,4 repeat violations,3/15/2016 12:30,essex-women-transition-salisbury-02-11-16.docx,Facility_Inspection__Essex_County_Women_in_Transition_Salisbury__February_11_2016,1,2,,1,,,1,,,,1,1,1,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,3 repeat violations,9/27/2016 11:56,essex-women-transition-salisbury-9-21-16.docx,Facility_Inspection__Essex_County_Women_in_Transition_Salisbury__September_21_2016,,3,1,1,,,1,,,,1,2,1,,,,,,1,,2,,1,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,3 repeat violations,9/16/2014 17:38,essex-women-transition-salisbury-9-22-14.docx,Facility_Inspection__Essex_County_Women_in_Transition_Salisbury__92214,3,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,16,57 repeat violations,4/6/2015 15:32,franklin-greenfield-report-04-15.docx,Facility_Inspection__Franklin_County_Jail_and_House_of_Correction_Greenfield__April_6_2015,21,2,,,1,,1,,3,,1,1,1,,,,,,3,,,,,1,,,,,2,,,,,,,,1,,,1,,2,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,60,133 repeat violations,5/5/2016 14:09,franklin-greenfield-report-04-16.docx,Facility_Inspection__Franklin_County_Jail_and_House_of_Correction_Greenfield__April_28_2016,25,2,,2,1,,1,,2,1,1,1,1,,2,,,1,4,,,,1,,,,,,2,,,2,,,,,1,,,1,,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,60,148 repeat violations,11/1/2016 14:51,franklin-greenfield-report-10-31-16.docx,Facility_Inspection__Franklin_County_Jail_and_House_of_Correction_Greenfield__October_31_2016,16,4,2,,2,,1,,2,1,1,1,1,,,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,36,100 repeat violations,11/27/2015 19:51,franklin-greenfield-report-11-15.docx,Facility_Inspection__Franklin_County_Jail_and_House_of_Correction_Greenfield__111715,33,2,,3,,,1,1,2,,1,1,1,,1,,,1,,,,,,2,,1,,,2,,,4,,,,,,,1,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,44 repeat violations,12/24/2014 16:42,franklin-greenfield-report-12-14.docx,Franklin Greenfield,15,2,,3,,,1,,5,,1,1,1,1,1,,,2,3,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,35 repeat violations,4/30/2014 15:18,franklin-greenfield-report-2014.docx,Franklin Greenfield,9,2,,,,,1,,,,1,1,1,,1,,,,5,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,,1/23/2015 20:00,hampden-chicopee-report-01-15.docx,Facility_Inspection__Western_Mass_Womens_Correctional_Center_Chicopee__January_2015,19,2,,,,,1,,,,1,1,1,,2,,1,,,,,,,,,,,,2,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,7 repeat violations,3/11/2016 20:20,hampden-chicopee-report-02-16.docx,Facility_Inspection__Western_MA_Womens_Correctional_Center_Chicopee__January_27_2016,3,2,,1,,,1,,5,,1,1,1,,,,1,,1,,,1,,,,2,2,1,2,,,,,1,,,,,,,,3,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,4/30/2014 12:09,hampden-chicopee-report-04-14.docx,Facility_Inspection__Western_Mass_Womens_Correctional_Center_Chicopee,6,2,,,,,1,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,3 repeat violations,6/21/2016 19:29,hampden-chicopee-report-06-10-16.docx,Facility_Inspection__Western_MA_Womens_Correctional_Center_Chicopee_MA__June_10_2016,2,2,,,,,1,,1,,1,1,1,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,13,15 repeat violations,6/11/2015 17:15,hampden-chicopee-report-6-12-15.docx,Western_Mass_Womens_Correctional_Center_Chicopee,6,2,,,,,1,2,3,,1,1,1,,1,,3,,,,,,1,,,,2,1,2,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,0 repeat violations,2/16/2016 17:08,hampden-holyoke-report-02-29-16.docx,Facility_Inspection__Western_MA_Correctional_Alcohol_Center_Holyoke__January_28_2016,86,2,,4,,,1,,4,,1,2,1,,4,,1,7,2,,,2,,,,3,,1,2,,,1,,,,,,,,,,34,1,,,,,,1,,,,,1,2,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,118,117 repeat violations,6/24/2016 17:41,hampden-holyoke-report-06-17-16.docx,Facility_Inspection__Western_MA_Correctional_Alcohol_Center_Holyoke__June_17_2016,72,2,,1,,,1,,1,,1,1,1,,2,,1,2,1,,,,,,,2,,1,2,,,,,,,,,,,1,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,74,190 repeat violations,2/9/2016 16:43,hampden-ludlow-report-02-16.docx,Facility_Inspection__Hampden_County_Jail_and_House_of_Correction_Ludlow__February_1__5_2016,49,2,,5,1,,1,,4,1,1,1,1,1,1,,9,,4,,,4,,,4,,1,2,2,,,1,1,,,,,,,,,3,1,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
